Tern,Thrush,Tick,Tiger,Tiglon,Toad,Tortoise,Trout,Tuna,Turkey,Turtle,Tyrannosaurus,Urial,Vicuna,Viper,Vole,Vulture,Wallaby,Walrus,Wasp,Warbler,Weasel,Whale,Whippet,Whitefish,Wildcat,Wildebeest,Wildfowl,Wolf,Wolverine,target
-212838.2170270846,-0.060360639375595326,-0.955190290607749,v,,l,-17.471766519933368,-419.85616575854124,-75710.7371200542,119458.95889825278,-183269622472704.0,64.68451131315598,e,,2437.9379366990397,7151900.336472526,o1,-20375219.092176866,3020.681080565938,1.0516062164623932,h3,b,1203022.9298248403,-1.3395012320688366,-35364839.97416072,-205.09390324071686,-0.3998931417782953,b,s1,m,0
146073.72939796123,-49.65924583105575,-1.1483319078701142,s,False,l,-23.659167970032843,-406.4003134033611,-25972.821225185515,133689.31611541845,-7.368776879158989e+16,56.84579699832376,e,,2728.3533901105884,-1018962.7500591874,n2,-18618164.327019807,69688.80371112177,-0.8132548929803975,h4,b,-597274.3941851594,-1.3420721541097962,-35365236.51236431,-31.54296344026443,0.013747368058046106,b,j1,x,0
-204745.62924491163,-49.659245831056936,-1.2381236414569328,s,,l,-24.29491936693661,-421.38823087969774,-55627.73110216961,46271.050100312954,-183269622472704.0,60.091089710610945,a,,944.3071449043449,-118579.16449151933,j2,,36824.14557098772,1.9893589168895256,y3,b,-1278259.0103864986,-1.342071958367175,-35365155.72919615,1629.3678903122864,0.2522716552311993,b,z2,x,0
43437.64280347229,-49.659245831056936,-1.178437588943856,s,False,z,-21.680448181446813,-397.5324986746714,-84562.96204717188,97004.42897008755,-2.716613993602867e+16,62.72846615384362,c,,1979.6822238793404,4571737.994640917,z2,-17104474.12354979,23498.481507729924,-1.6622317006591019,r4,b,519047.85216857865,-1.34207161695635,-35365035.670705564,301.338881989535,-0.0692199241585778,b,m1,x,0
11394.08646245848,-49.659245831056936,-1.3564993266532377,s,False,l,-27.631572922422983,-369.7462729627937,-91793.12646640147,30867.398807293666,-167121657856.0,61.36323068830319,a,,629.9469144345641,1085010.2519647628,k1,-16147645.972911377,48641.75831596248,-1.6277855018293326,n2,b,-933296.3057592846,-1.3420717914955134,-35363978.06938213,146.19094455319043,0.16113809687493086,b,k1,x,0
-29366.323315380432,-49.659245831056936,-1.1766464058847703,s,,l,-25.47024683664116,-414.1013863916255,-80844.9569797672,23500.167351122054,-498171335998464.0,63.260398356440376,d,,479.5952520637141,5534673.356959522,z2,,67209.0957624123,-0.12368623245776966,v4,b,-870048.3992334735,-1.325900183241349,-35364585.36300447,-7.533833828067543,-0.19249633253594067,b,k1,x,0
-148066.44436280854,-49.659245831056936,-0.9155462193718956,s,False,l,-18.637151411400602,-393.7589004541718,-83849.98566985443,71009.89684290446,-1.9914067354637926e+17,57.81635012343735,e,,1449.181568222535,7363062.176366121,x2,-15151425.763058638,47400.723402939344,-0.9328998955558034,g2,b,934947.8416274842,-1.3420345900502562,-35366262.29458594,-246.68271575104865,0.2868842753970394,b,s1,m,0
36066.55634005135,-49.659245831056936,-1.3747998842923035,s,False,l,-30.24605581424508,-390.7953031552612,-79032.69015332036,49694.61338077097,-3680482073740288.0,59.900961625003156,e,,1014.1757832810418,2491418.3719011843,n2,-12141000.660244305,22181.650785588823,1.251584547800898,f1,b,1094171.1499085836,-1.3419191359911657,-35361873.034136325,-306.52901041131065,0.06344259505778127,b,m1,x,0
-292947.79515837657,0.0,-1.0861022279906607,s,False,l,-20.022026131466482,-391.90025077560637,-11189.877462331046,147802.29568672087,-3356727743488.0,63.07268372880569,b,,3016.373381361656,-3724417.530692324,x2,,45169.19965823117,2.5772014130597283,y3,b,-1433721.7902085204,-1.3418180584170862,-35363670.10830666,6611.901368086879,0.36980373519851417,b,z2,x,0
91224.95721119462,-49.659245831056936,-0.6748966172027062,s,False,l,-13.742075979011862,-439.4290341665747,-47243.102909481066,117585.61908190261,-61480622080.0,65.56200491734583,d,,2399.7065118755613,15301612.710000217,e2,,40476.75239454144,0.36591264605305684,p1,b,-1164705.2299293652,-1.3420721540885379,-35364801.579527974,1375.3389386589124,-0.28522055951655145,b,s1,m,0
-139254.79180454803,-49.659245831056936,-1.2288543580132416,s,,l,-25.326709252878373,-413.1802162374189,-64790.21122212539,119391.97835785101,-183269622472704.0,58.77022208952212,d,,2436.5709868949198,2400858.86956203,y1,,73116.09998211704,4.502945808078561,b3,b,-890178.1602609921,-0.4754341923728971,-35365483.73971725,-373.26632742484844,-0.07707290967586722,b,s1,x,0
965.2179664653959,-49.659245831056936,-1.153408790998225,s,False,s,-24.16972014293993,-429.2314539862279,-94534.93882030244,99957.35927498611,-1.9914067354637926e+17,64.24289428974251,a,,2039.9461076527743,3351978.65449439,b1,-14650859.709288144,3678.067445098617,0.5763695664581598,x4,b,-463127.48467266746,-1.3361729767310857,-35364143.803968094,-346.0698792496531,-0.1752257229029544,b,s1,x,0
-132381.46929956906,-49.659245831056936,-0.9063160982748255,s,,s,-17.97039072064434,-447.2478920995336,-70062.56273239007,91560.98989909452,-183269622472704.0,61.753947347628696,d,,1868.5916305937594,-12328734.46427007,x2,,44283.04174598304,1.2715231624864825,q4,b,-3885349.6658046413,-1.3352356090504622,-35364338.04538804,-153.0220864540908,0.38577015388796876,b,r2,s,0
-128650.40442832187,-49.659245831056936,-1.316724881918907,s,,l,-26.802493788776786,-407.4460298918449,-30377.334860958348,64920.124712130804,-24803025359872.0,66.03710079181472,e,,1324.9005043291968,-7080582.251853108,y1,-8120711.532216674,11555.01289515217,0.9074006851036163,g1,b,615482.7927136719,-1.3059855238513907,-35365287.818651535,601.2621370759788,-0.19335143122261295,b,s2,x,0
-11764.423066316114,-49.659245831056936,-0.7270945792905871,s,,l,-14.045004642166312,-471.6778644910859,-89846.45885910268,323349.6978121627,-22617457664.0,65.01549105031646,a,,6598.973424738023,-9768514.060105711,c1,-11689373.415897341,29758.36526403532,0.608607464537487,x4,a,-2598050.0849914597,-1.3420539624723826,-35365014.567556694,-156.64423970703757,-0.14727260901529404,b,z2,m,0
-221668.5385291993,-49.659245831056936,-0.7762690798749541,s,,u,-15.253615555879012,-455.7115231584301,-37054.307234820575,615115.619278223,-67421482202112.0,62.66908114618722,a,,12553.37998526992,-15570519.097325832,d1,,90735.90415733535,-0.21758139100657625,w2,a,-7436879.757975239,-1.34207214962447,-35364506.39078568,3005.599299402749,-0.44849983960416145,y,r1,l,0
-187671.86583616227,0.0,-1.0568514411717271,s,,l,-21.982931223551542,-417.6122039547151,-31244.06859461146,91687.12715276984,-5.327236817704489e+17,62.411606210420125,e,,1871.1658602606076,-6451966.20361574,p1,,32059.07210510218,0.9577325406903616,h4,b,-2865685.4148054607,-1.302295358402871,-35362144.15720769,-382.9734204513733,0.09524304793339256,b,z2,s,0
-127131.29095328783,-49.659245831056936,-1.2789749466604525,s,,l,-25.92304777017936,-411.3068702212157,-60334.51745066674,252.90506049325086,-1.9914067354637926e+17,65.53438256097672,e,,5.161327765168393,1885608.1288909763,j2,,59401.78176208388,-0.3491391824686554,c4,b,-281795.51692953333,-1.342072069058815,-35364523.358527705,-158.73245860625434,0.5941830653848224,b,z2,x,0
-38798.3238231811,-49.659245831056936,-1.056700983529147,s,False,l,-21.46087484767766,-443.3411216458436,-83487.96064637315,68061.03275583212,-67421482202112.0,56.300905821705115,c,,1389.0006684863672,-3461168.237489909,b2,-16643112.212065097,60593.47393966642,0.83326361975232,b1,b,-2566144.167494556,-1.342072153769841,-35365287.858052425,-363.9532951421912,-0.1190719954063384,b,k1,m,0
-301924.4939484528,-49.659245831056936,-0.9955417295614889,s,,s,-19.754735445957706,-442.5172817679297,-6125.0221664246055,205244.28500861427,-61480622080.0,64.47725509997039,e,,4188.6588777268125,-14784109.598919772,k1,-10692826.307299094,53339.711567031525,-0.2418660962544974,x4,b,-6415447.7221730165,-1.1556041623647162,-35366179.466768995,564.3048319672778,0.3952258231070951,y,k1,h,1
-209219.04466672323,-49.659245825116365,-0.8438310479827664,s,False,s,-14.931451047481755,-507.43253533511444,-73503.28889499055,1802882.9143434507,-454283759616.0,61.52932445033416,d,,36793.528864151835,32574579.121449918,h2,-15454476.403181072,146320.2206697845,-0.7940121092272701,k3,a,19054054.36060293,-1.2956848132776067,-35363504.978501886,815.9066734989552,-0.2444406295143911,b,j1,y,0
-185876.8868653231,-49.659245831056936,-0.5499055826272796,s,,s,-9.820154194473826,-468.1659490567221,-9238.485990192465,306730.9701562611,-22617457664.0,66.0712288111771,e,,6259.8157174747175,-6996660.127716288,r1,-17382497.282593653,86752.35059336007,4.420958517808171,g1,a,-3297260.108223024,-1.328217527628423,-35365827.33516816,8542.818117283727,0.822658169508778,b,k1,s,1
582609.2313394118,-49.659245831056936,-0.2866326316611474,v,False,u,-3.8802113421149365,-528.9402771431049,-72423.7127055088,3232358.242219088,-7.368776879158989e+16,58.53051809771477,d,,65966.49473916528,37019859.262731865,k1,,92888.49305616859,-0.22682166292545047,e3,a,-3763140.426526595,-1.11381360586255,-35364390.049216956,45.31591946627515,-0.11789948078527723,b,k1,l,0
161174.82652931282,-49.659245831056936,-1.2465222998006478,s,,l,-25.484057967493975,-437.3613057278905,-37066.72868639158,6841.438199582549,-9124529627136.0,66.09735227397839,a,,139.62118774658262,-5764724.364082634,z2,-17493326.841692496,65868.81928088829,-1.7964872824688847,o3,b,-1649763.5947931781,-1.342072153238728,-35365091.432058565,-381.719871471876,0.6070035388106705,b,s1,m,0
-237495.75537040306,-49.659245831056936,-1.1465418868469992,s,,l,-21.605584625515185,-424.6077591447046,-301.5218161142693,116364.23408249403,-167121657856.0,65.64842034647089,e,,2374.7802873978376,29446.27140881121,y1,-15505294.690420171,15354.455837458907,4.660385278376318,u4,b,-1901571.791989889,-1.342045826531017,-35365873.70668423,103.73259268973175,0.23520176964624995,b,z2,m,1
-316024.8396037529,-49.659245831056936,-0.4998906005029127,s,,l,-8.409094750309212,-473.10497812353526,-17439.595444622435,407380.55493103917,-183269622472704.0,63.92531185184441,e,,8313.88887614365,-1900813.5229200572,p1,,34114.33355144291,3.4746860504281205,p2,a,-3048189.97875866,-1.3381903937359374,-35364520.55259703,2825.5123210073557,0.04185838993477653,b,k1,s,1
-265092.5165767526,-49.659245831056936,-1.0262269890838929,s,,l,-18.96133877401995,-409.8540880491116,-32583.47503107346,198560.3176890176,-9124529627136.0,61.989467049708864,e,,4052.25138140852,-3335031.7816131413,e2,,63623.59725993397,1.2526220749967345,e3,b,-1534672.219292054,-1.3290594479269835,-35364633.5328995,-98.59212834416337,0.5728302705225785,b,z2,x,0
-740.258930973825,0.0,-0.8836840255361871,s,,l,-17.97039072064434,-438.54021744057,-48764.005267770175,188689.1998366764,-61480622080.0,64.88236756758766,a,,3850.799996666861,-7257552.093820877,c1,,30458.379933902874,-0.12799704276041535,h1,b,-2859802.7244582307,-1.342072154109437,-35365087.456215434,-97.38297403257002,0.16036172063915832,b,z2,m,0
242158.149793875,-49.659245831056936,-1.192486083524925,s,False,l,-22.48101147002138,-405.9057097797271,-81439.54408474147,90655.6565491747,-1.9914067354637926e+17,60.31469067292744,d,,1850.1154397790747,2287754.261311531,t1,,11889.120334231973,0.5666499321479621,h4,b,683901.993576048,-1.2090844003121535,-35364854.55245052,-138.70435896260096,0.10574989266197166,b,s1,x,0
-60310.80819430092,-49.659245831056936,-0.44969064653322843,v,False,w,-10.120491856078193,-493.8151610084867,-83227.59333746055,6129671.11104517,-5.327236817704489e+17,58.8490054273346,c,,125095.3287968402,49590332.95646846,r1,,52718.73127568552,-1.0008381175888776,z1,a,21726587.327523,-1.3420690258216879,-35363024.71667681,-359.78560395351735,0.3508088082406635,b,k1,d,0
-4509.2265557448845,-49.659245831056936,-0.7429966946844341,s,False,l,-14.06762361744509,-440.52549586862676,-10148.540897559156,293163.13679380325,-1.3845709221528417e+18,65.10591344522808,e,,5982.921159057196,24873223.789046377,j2,-18454982.01412931,101434.02871932105,8.11152272276481,g1,b,2830222.0377089586,-1.342072154004427,-35363491.911370054,239.26252541057863,0.137285397211375,b,e2,s,1
-220355.97186895434,-49.659245831056936,-1.1489695534297095,s,False,l,-21.547817777703216,-377.20242218213474,-62866.42722413356,25185.81544448487,-183269622472704.0,65.44159352872484,d,,513.9962335609156,10225886.484486178,e2,-11252474.351442186,25052.6974880249,1.328778332612009,h1,b,1072445.9480586536,-1.3420706659105668,-35363144.45562318,-260.40861146691975,0.13135024236836912,b,s1,m,0
211399.05792599387,-49.659245831056936,-0.5530281120333189,s,,u,-9.128500378283135,-507.6573629325203,-71589.21613398854,4547722.516535847,-2.716613993602867e+16,65.46208510164256,d,,92810.66360277247,-11916531.76883854,z2,-16673736.905118365,124030.77289095863,-0.07970378913358966,m2,a,-5657463.133299638,-1.3367760850272532,-35364806.6492653,-53.45869585545148,0.8727620888360503,b,k1,l,0
-47469.62735068629,-49.659245831056936,-1.172678330543155,s,,l,-22.54171348555318,-412.64936414339223,-77622.56288729761,122920.25823444854,-183269622472704.0,62.63050477151557,d,,2508.5766986622166,5052876.529717311,b2,,58734.24586086713,1.1615499845869308,y3,b,1551591.859664034,-1.3420696584823741,-35363853.41875069,6777.520883291168,0.5971855212367003,b,k1,m,0
-222224.19427817233,-49.659245831056936,-0.18884118228907498,s,,u,-3.1221404789613842,-553.8199533564559,-12889.859036218913,1302938.7999547021,-167121657856.0,64.17070841081303,c,,26590.587754177548,20198556.451048255,v1,1812926.2100824527,15430.740330144099,0.19196805249176774,b3,a,9378562.374085976,-1.2717636519255973,-35364680.01782593,-145.40661945470856,-0.22223297040949086,b,e2,l,0
56968.781858724076,-49.65924583104752,-1.225003388147443,s,,l,-23.318939030045478,-398.09936180102795,-20979.122550104323,71679.02555159605,-1.3845709221528417e+18,56.3039768445377,e,,1462.83725615502,3990984.0998309404,x2,,46926.816213589984,-0.4340490772168242,o3,b,187200.61261883005,-1.316009853326632,-35364346.3782221,-162.6356627373055,0.544155680412286,b,k1,x,0
113234.26156797283,-49.659245831056936,-1.1165691461571623,s,False,l,-22.253094643007778,-401.9230397167589,-25066.436293832798,102310.34966241824,-9124529627136.0,64.8825165977716,e,,2087.9663196411834,-4498123.511165932,e2,,40101.539526705164,5.255097877294046,g1,b,-1186037.712653065,-1.3420667273881803,-35364241.110836655,-186.80987239572312,0.22324526233127573,b,k1,x,1
33264.21595029987,-6.3071588526926945,-0.6662257302528868,v,,s,-11.212531112702635,-506.9140420244139,-41155.601700548075,2539942.9276411976,-1354117269583872.0,64.71361272507428,a,,51835.569951861245,13037025.107480913,a1,-17913540.417122666,169025.25539882935,-1.0096084325302024,t4,a,-5014434.672088536,-1.3418731571443607,-35366179.34972328,-376.64963492679243,-0.37334600206027063,b,z2,r,0
-143707.57469187357,-49.659245831056936,-0.4147621346136269,v,False,s,-7.582210163759026,-510.3487514315127,-4115.478399160624,7430896.694261949,-61480622080.0,61.6405345006598,e,,151650.95294412095,83155995.17690782,e2,13596548.647850923,23281.33206546048,-1.8007302042984479,x4,a,14679698.170723656,-1.321123950538335,-35364080.70981405,-116.93654971905136,-0.07078368711016514,b,r2,p,0
-45860.07342382206,-49.659245831056936,-1.2114239571909986,s,,l,-25.76183752674759,-405.5873712610294,-94737.09559154825,50683.52587349399,-1.9914067354637926e+17,56.453142116089744,e,,1034.357670887638,831404.1999964416,e2,,36134.42990327149,-0.8437190363214919,g3,b,-1941548.0484427214,-1.2503676099191294,-35365023.94253743,-155.61997439550538,-0.33040416776322246,b,k1,x,0
-65238.25257050764,-49.659245831056936,-1.1544175075967873,s,False,l,-21.29178936429357,-415.9702117255008,-92367.88288597426,77646.48319233733,-7.368776879158989e+16,65.26711526507557,e,,1584.6221059660716,-380620.8447510451,p1,-13346215.268431079,32927.5774347485,-0.04365341797242128,g3,b,-925113.4818006232,-1.3420721537571436,-35365617.89572052,-309.0227234039562,-0.06982214999934733,b,s2,x,0
42891.1488526382,-49.659245831056936,-0.5673638202813776,s,,s,-11.04193941456197,-483.6228569582139,-2210.758984105618,225890.9552326753,-67421482202112.0,63.30981605871544,e,,4610.019494544385,-13180912.91152317,e2,,40843.277128245245,2.198068750551479,y2,a,-3220378.1436492167,-1.323684508956907,-35362754.88373458,-67.46045210409216,-0.04328594773996486,b,v1,s,1
-166935.57048253677,-49.659245831056936,-0.5721146395846437,s,False,s,-10.120491856078193,-456.51346990428084,-3339.106881895772,161168.8537497027,-1.9914067354637926e+17,65.70636339480075,e,,3289.160280606175,-17415332.667190038,b2,-17729544.874024972,85814.0860876365,3.484531476297933,y3,a,-3090142.409160128,-1.3313660948492871,-35362718.83163182,5375.067998788521,-0.4783645089869678,b,z2,s,1
-819.6886531408527,-49.659245831056936,-0.7935838494461217,s,False,l,-13.96194821446581,-426.6690999502074,-55367.07869037974,162742.51239659803,-167121657856.0,59.518056138253236,a,,3321.2757631958675,-6388760.91989097,e2,-4279274.683679853,6194.752323917408,1.6241688121181908,f1,b,-1436352.3574005943,-1.3420602261258596,-35362850.67214387,-222.19472231202593,-0.2964947348419331,b,z2,m,1
333820.9273703092,-49.659245831056936,-0.5011278219361729,s,False,l,-10.86248602286685,-485.1040438028279,-75030.74729994143,1117989.2447900425,-5.327236817704489e+17,58.541338397862766,d,,22816.107036531703,7124296.4475966245,a2,,154250.53965965434,0.6201440060724026,x4,a,-4762502.332858629,-1.3420047492227387,-35364317.68173099,-268.73664672790494,-0.0917700348434245,b,k1,h,0
-46993.40392687358,-49.659245831056936,-1.2031418493208446,s,,l,-25.976334994829458,-406.6826217644683,-95979.22174013869,61722.1269032377,-167121657856.0,64.56195934981625,e,,1259.6352429232172,-926615.6244046837,z2,,70262.26937687784,1.6206406405022145,v4,b,-1680987.1690759994,-1.3420721541095186,-35365058.09165756,-305.46301626099205,0.6465337450153308,b,k1,x,0
-40060.570697107236,0.0,-0.7866880158023509,s,,s,-17.14376445382696,-452.67793473463695,-49922.35417071607,156296.3763873217,-167121657856.0,60.44052039489859,e,,3189.7219670882005,18022408.102468953,n2,-17785776.504796192,97603.44377800569,0.17366232167682516,h1,a,-1060782.8736037258,-0.9984379564518588,-35364648.59174001,-35.939218142971924,-0.42973123400938507,b,z2,r,0
-241828.0215068791,-49.659245831056936,-0.6846158166932218,s,False,l,-13.097796909235317,-454.1994296911438,-22509.86419988511,226395.58871909918,-9124529627136.0,60.523416655409484,e,,4620.318137124465,2264922.92340374,o1,,92531.18836794309,3.440675442541594,g1,a,1349527.7610770222,-1.3420721541097806,-35363950.36641125,875.6707205125884,0.06306480559973993,b,k1,m,1
-218666.6052924843,0.0,-0.31076884723008735,s,False,l,-5.9949657358786865,-517.5619726230979,-96262.5363218468,2265187.947464961,-167121657856.0,63.122499357068534,b,,46228.32545846859,90465928.81374429,e2,-7377709.466848563,69171.00872485476,0.7831418542814881,l3,a,13431529.299757237,-1.3420675740885706,-35363560.01223376,-149.49253040572074,0.01142071241364373,b,e2,y,0
-12343.52815420524,-49.659245831056936,-0.779752083245651,s,False,l,-14.255568782593834,-451.5407307366106,-245.10263885396125,39333.61434061903,-167121657856.0,65.78831080240967,e,,802.7268232779403,-8422209.588212043,w1,-4743058.7604074925,8858.642703581321,-0.5104855283433454,i4,a,-2037590.8189122602,-1.3420721541005427,-35363455.10288812,209.1773321005287,-0.3074983087348718,b,r2,m,0
42797.42016128468,-49.659245831056936,-1.2474939006234027,s,,l,-28.478924079952215,-402.97056028689326,-58305.92219900716,98329.44006980733,-5.327236817704489e+17,61.19551768677914,a,,2006.7232667307567,3127146.5925280154,j2,-11738535.075684348,97231.39269455436,0.08792789742384155,f1,b,-1664240.2159991488,-1.342072154086659,-35364115.92029941,-180.81399407704373,0.3032441885213951,b,r2,x,0
-231952.83769627564,-49.659245831056936,-0.9803098314220815,s,False,l,-20.764675852864194,-438.5084208829543,-68123.21040583061,129840.95181740118,-454283759616.0,64.32111436334566,d,,2649.8153432122663,9172187.241254687,e2,-11971217.59734572,36811.58146959266,1.0716457675890518,q4,b,2279646.7750999182,-1.3399737288250895,-35366193.35162013,-213.1699121737086,0.37956104788426925,b,s1,s,0
47371.73756046104,-49.659245831056936,-0.6195503181039277,s,,s,-10.63299820605802,-481.14539506567985,-33133.43409384922,282139.52008256223,-498171335998464.0,57.992061764278944,e,,5757.949389440047,26145306.199761942,g2,-18215356.733073745,76095.7403508506,1.4573504683530618,t4,a,-3801047.7315806625,-1.341326137364374,-35363238.85005381,184.20213248303241,0.12472655394419374,b,k1,r,1
224770.90288089338,-49.659245831056936,-0.5016224676959912,s,False,s,-9.585159718948905,-508.7091470112823,-8288.462921434868,368982.06890287466,-2.716613993602867e+16,65.51411541588507,e,,7530.246304140299,19618444.63806978,o1,-17732302.269678198,91283.91696394609,6.760212672492658,h4,a,-3014052.381658354,-1.1880332002275504,-35364358.34591273,92.92816381373757,0.2181685754337278,b,k1,s,1
-301267.3979729244,-49.659245831056936,-0.8245126508955712,s,False,l,-14.90201352384673,-464.04187272600024,-90494.59913439884,72701.01332245953,-61480622080.0,61.613093292125484,e,,1483.6941494379478,1419710.1055512428,o2,,2737.8356889472457,-0.585381372383748,n2,a,1513318.2125544995,-1.342072154109549,-35364354.26796423,-325.60709147262213,0.15392407203692893,b,s1,s,0
162990.2393895514,-49.659245831056936,-0.683955277290605,s,,s,-12.473958656506802,-469.3274447791839,-79452.91803378334,187915.42322565048,-67421482202112.0,64.13611764953592,e,,3835.008637258177,-10456385.407030992,b2,,64124.810138645225,0.2720849794805955,e3,a,-1615474.2914891373,-1.3369008294167086,-35365820.5503021,-298.7605214131674,-0.29381141530296895,b,k1,s,0
-328821.5784920358,-49.659245831056936,-0.6717900614553199,s,False,s,-14.90201352384673,-457.5687388494606,-51711.839052307514,341125.2889281909,-61480622080.0,61.303260171727764,e,,6961.74059037124,7221120.048148468,y1,-4735479.0829554945,17788.87132466209,-0.9406766510543397,b3,a,6382268.804199381,-1.3420707758050694,-35363154.00982212,-346.3333182635776,-0.1678533350327826,b,r2,r,0
67044.18393125618,-49.659245831056936,-0.6460146293822568,s,,u,-13.536187347706708,-503.0680288575943,-19830.6239303528,1440737.8866202433,-7.368776879158989e+16,65.22816809851533,e,,29402.814012657986,25882149.540239275,g2,-20991786.161765084,201277.58169330136,0.2674435825240702,l4,a,13231942.980984798,-1.2930243887916502,-35362950.37917679,564.8693299069915,0.5895460014904144,y,k1,l,0
-66070.77535946877,-49.659245831056936,-0.3752295841433966,s,False,s,-6.58030966587927,-510.1136490936787,-12504.606094240662,533882.4060977736,-183269622472704.0,62.40401784705648,e,,10895.559308117767,-18993748.659933463,d1,-16753396.683394857,91752.51803993383,4.9795501392691595,c4,a,-5364510.001986827,-1.3420721541097917,-35365174.26377558,520.3058095384126,-0.2955849139418534,b,r1,r,1
-201416.4143667536,-49.65911258355432,-0.6657796471903857,s,False,l,-11.712166740524736,-470.01761435331946,-17805.590825494655,355445.4922669963,-67421482202112.0,65.53645948367708,a,,7253.989638101963,-19104505.617202543,h2,,114711.08105136029,0.9945689419476593,h1,a,-2869010.9251045175,-1.3420635965502166,-35363906.89719801,-163.60979610815525,0.8515424704590393,b,r2,s,0
-111716.5379817824,-49.659245831056936,-1.0701032473594858,s,,l,-19.817153609805324,-414.0208879712965,-1343.137274892084,115753.45991974798,-498171335998464.0,60.97486653747261,a,,2362.315508566295,-4832470.989876047,e2,,26125.974572766514,0.35818954780279566,c4,b,-1067088.0116535407,-1.3288594106635137,-35364752.66061738,493.4938911875943,-0.4298105491770794,b,k1,m,0
212844.28840960684,-49.659245831056936,-0.7206791000985661,s,,l,-17.040526309233535,-483.90962659126984,-95341.8706766215,2427525.9850905766,-67421482202112.0,63.01711877889001,b,,49541.346634501555,-6721407.033037052,j2,,135646.7597796397,-0.05329437813739424,b3,a,-6273746.702370673,-1.3419470974782988,-35365146.48285298,546.1822481339407,0.08595509071100105,b,s1,r,0
-274418.39851620264,-49.659245831056936,-0.16483114301405744,s,False,z,-2.7681542572497904,-559.8661379937744,-15997.787340630312,1827704.1379786478,-61480622080.0,64.46136732868897,e,,37300.08444854361,-14878335.733469687,b2,,91858.47427876054,-0.4277447648006445,h3,a,-6630562.145211991,-1.3420721541022669,-35366166.81211397,1285.3589392814038,0.017048063520020085,b,z2,l,0
-208437.91155137043,-49.659245831056936,-1.3498118790124183,s,False,l,-30.06643385136478,-383.62052719392165,-95946.02810333535,111485.8260491998,-167121657856.0,54.102718815532135,b,,2275.220939779594,-8827270.439388081,b2,,61508.30962882399,-0.0008513729974710671,f4,b,811582.6767699141,-1.342072020317554,-35360282.58749105,1204.8585647306818,-0.258832891002292,b,s1,x,0
-224980.96106990214,-49.659245831056936,-0.5412279836189375,s,False,s,-10.236743540083452,-480.13819868079554,-35706.48413837909,987722.5720814526,-3.294285014579562e+18,62.140329864659805,a,,20157.603511866502,4641132.410517067,w1,,19127.3172240712,1.1035305150193742,l4,a,3948726.099843569,-1.3359398412875696,-35363918.55424986,-373.5882464123093,-0.4146633221127298,b,z2,s,0
10070.386581493309,-49.659245831056936,-0.8784586793048478,s,False,l,-17.26034313471459,-441.638514348443,-9599.304679414592,113083.51698025977,-167121657856.0,58.71791323914266,e,,2307.8268771481667,7774930.253510252,x2,-13379090.860318525,43888.52637810321,3.192247640386734,y2,b,2816033.314339023,-1.3420721472695203,-35362758.38762552,-205.31730406939843,-0.46986438075967774,b,m1,m,1
-237779.82837782125,-49.659245831056936,-0.4501995142258327,s,,l,-7.713707394535522,-483.1526417026155,-31092.702927703758,628334.9482539727,-9124529627136.0,64.34161832877487,e,,12823.162209264683,6210582.352373198,c1,-17371347.171513893,38478.542124154425,2.1052774499503952,w2,a,4361311.75202876,-1.3381349171427548,-35365153.61524118,-30.33286303112442,0.14604807860722513,b,z2,s,0
-211742.19589295235,-49.659245831056936,-1.1416489869664386,s,False,l,-24.349697978322332,-405.1506477934853,-57553.98645624892,84188.19572381063,-5.327236817704489e+17,61.92197679709702,a,,1718.1264433430742,-6481927.782378614,p1,,35129.17003382748,2.2713276136207172,h1,b,-937815.5529576894,-0.5953547298304808,-35365803.04040986,1521.6001711188887,-0.2835517499621408,b,s1,x,1
-326179.542087944,-6.011902087266208e-11,-0.5808670771783165,s,,z,-12.086924678277452,-501.7552525366394,-81691.89391767539,1892305.5544170581,-61480622080.0,64.18118009800098,c,,38618.48070238918,44462601.45932017,z2,-13093645.419241033,96377.69384922004,-0.6546251396187679,s3,a,11883239.493471893,-1.3420721540891423,-35364611.274023645,288.6958392076091,-0.13383681507970158,b,s1,y,0
-231299.8759598947,-49.659245831056936,-0.7472043055305672,s,,s,-13.726863990393248,-468.74747901898684,-5000.530337784847,217601.71287003488,-1.3845709221528417e+18,61.1970076323997,e,,4440.851283061939,29908973.604214326,z2,,74697.3270994521,3.7351662220270168,h4,a,-4419222.000975576,-1.3419879204205223,-35363675.143495396,157.37276201068698,-0.2209745593330693,b,s2,s,1
84731.23328253184,-49.659245831056936,-0.27834297922908924,v,False,w,-4.6468668489584495,-521.7931204978781,-93356.06653805618,922900.6475922463,-9124529627136.0,63.509344830769635,b,,18834.707093719197,69642511.77628486,x2,,60735.67597208392,1.0510957580006008,h1,a,11706396.980323737,-1.0512215538859564,-35365334.6537005,267.40746903534534,0.25895771601719964,b,s2,p,0
-33781.227200974594,-49.659245831056936,-0.6398965099922013,s,False,u,-11.559690201414192,-505.8864117240687,-68616.88162262287,2002499.7983857892,-1.9914067354637926e+17,55.36816220113287,d,,40867.342824200234,-9350683.176342696,j2,-18446058.149142575,136817.15808053093,1.1582329924833574,b1,a,14516329.277360504,-1.3401992178212414,-35365097.54949563,3610.9997320469815,-0.35819075932831984,y,e2,z,0
